date,股價,開盤價,收盤價,最高價,最低價,成交張數,成交筆數,成交金額,成交均張,漲跌幅,買進_外陸資買進股數(不含外資自營商),賣出_外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),買進_投信買進股數,賣出_投信賣出股數,投信買賣超股數,買進_自營商買進股數(自行買賣+避險),賣出_自營商賣出股數(自行買賣+避險),自營商買賣超股數,三大法人買進股數,三大法人賣出股數,三大法人買賣超股數,累計_買進_外陸資買進股數(不含外資自營商),累計_賣出_外陸資賣出股數(不含外資自營商),累計_外陸資買賣超股數(不含外資自營商),累計_買進_投信買進股數,累計_賣出_投信賣出股數,累計_投信買賣超股數,累計_買進_自營商買進股數(自行買賣+避險),累計_賣出_自營商賣出股數(自行買賣+避險),累計_自營商買賣超股數,累計_三大法人買進股數,累計_三大法人賣出股數,累計_三大法人買賣超股數,融資_融資買進(張),融資_融資賣出(張),融資_融資現金償還(張),融資_增減(張),融資_融資今日餘額(張),融券_融券買進(張),融券_融券賣出(張),融券_融券償還(張),融券_增減(張),融券_融券今日餘額(張),資券互抵(張),累計_融資_融資買進(張),累計_融資_融資賣出(張),累計_融資_增減(張),累計_融券_融券買進(張),累計_融券_融券賣出(張),累計_融券_增減(張),借券賣出_當日賣出,借券賣出_當日還券,借券賣出_當日調整,借券賣出_增減,借券賣出_當日餘額,借券賣出_次一營業日可限額,累計_借券賣出_當日賣出,累計_借券賣出_當日還券,累計_借券賣出_增減,1-999(股),"1,000-5,000(股)","5,001-10,000(股)","10,001-15,000(股)","15,001-20,000(股)","20,001-30,000(股)","30,001-40,000(股)","40,001-50,000(股)","50,001-100,000(股)","100,001-200,000(股)","200,001-400,000(股)","400,001-600,000(股)","600,001-800,000(股)","800,001-1,000,000(股)","1,000,001(股)以上"
2018-01-02,232.5,231.5,232.5,232.5,231.0,18055.0,9954.0,4188555408.0,1.81,3.0,14095108.0,4487684.0,9607424.0,535000.0,21000.0,514000.0,334000.0,281000.0,53000.0,14964108.0,4789684.0,10174424.0,14095108.0,4487684.0,9607424.0,535000.0,21000.0,514000.0,334000.0,281000.0,53000.0,14964108.0,4789684.0,10174424.0,142.0,326.0,2.0,-186.0,9703.0,13.0,172.0,0.0,159.0,2161.0,2.0,142.0,326.0,-186.0,13.0,172.0,159.0,45000.0,178000.0,0.0,-133000.0,12405000.0,8386788.0,45000.0,178000.0,-133000.0,,,,,,,,,,,,,,,
2018-01-03,237.0,236.0,237.0,238.0,235.5,31706.0,13633.0,7504382512.0,2.33,4.5,20313396.0,11474563.0,8838833.0,1104000.0,189000.0,915000.0,896000.0,429000.0,467000.0,22313396.0,12092563.0,10220833.0,34408504.0,15962247.0,18446257.0,1639000.0,210000.0,1429000.0,1230000.0,710000.0,520000.0,37277504.0,16882247.0,20395257.0,230.0,498.0,1.0,-269.0,9434.0,62.0,222.0,0.0,160.0,2321.0,1.0,372.0,824.0,-455.0,75.0,394.0,319.0,254000.0,0.0,0.0,254000.0,12659000.0,8475069.0,299000.0,178000.0,121000.0,,,,,,,,,,,,,,,
2018-01-04,239.5,240.0,239.5,240.0,236.5,29179.0,10953.0,6963192636.0,2.66,2.5,20471866.0,9541621.0,10930245.0,95000.0,48000.0,47000.0,235999.0,266000.0,-30001.0,20802865.0,9855621.0,10947244.0,54880370.0,25503868.0,29376502.0,1734000.0,258000.0,1476000.0,1465999.0,976000.0,489999.0,58080369.0,26737868.0,31342501.0,144.0,509.0,3.0,-368.0,9066.0,48.0,123.0,1.0,74.0,2395.0,4.0,516.0,1333.0,-823.0,123.0,517.0,393.0,605000.0,1910000.0,0.0,-1305000.0,11354000.0,8494351.0,904000.0,2088000.0,-1184000.0,,,,,,,,,,,,,,,
2018-01-05,240.0,240.0,240.0,240.0,238.0,23721.0,8659.0,5681934695.0,2.74,0.5,19104797.0,9806122.0,9298675.0,136000.0,113000.0,23000.0,196000.0,208000.0,-12000.0,19436797.0,10127122.0,9309675.0,73985167.0,35309990.0,38675177.0,1870000.0,371000.0,1499000.0,1661999.0,1184000.0,477999.0,77517166.0,36864990.0,40652176.0,90.0,602.0,0.0,-512.0,8554.0,20.0,151.0,0.0,131.0,2526.0,0.0,606.0,1935.0,-1335.0,143.0,668.0,524.0,196000.0,1000.0,0.0,195000.0,11549000.0,8635936.0,1100000.0,2089000.0,-989000.0,0.12,0.99,0.62,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.07,0.77,0.66,0.69,91.92
2018-01-08,242.0,242.0,242.0,242.5,240.5,21846.0,10251.0,5281823362.0,2.13,2.0,17528008.0,7255769.0,10272239.0,161000.0,13000.0,148000.0,94000.0,49000.0,45000.0,17783008.0,7317769.0,10465239.0,91513175.0,42565759.0,48947416.0,2031000.0,384000.0,1647000.0,1755999.0,1233000.0,522999.0,95300174.0,44182759.0,51117415.0,179.0,259.0,4.0,-84.0,8470.0,36.0,125.0,0.0,89.0,2615.0,1.0,785.0,2194.0,-1419.0,179.0,793.0,613.0,27000.0,268000.0,0.0,-241000.0,11308000.0,8740358.0,1127000.0,2357000.0,-1230000.0,0.12,0.99,0.62,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.07,0.77,0.66,0.69,91.92
2018-01-09,242.0,242.0,242.0,242.0,239.5,19043.0,7124.0,4588314012.0,2.67,0.0,13841045.0,12278839.0,1562206.0,430000.0,0.0,430000.0,143000.0,194000.0,-51000.0,14414045.0,12472839.0,1941206.0,105354220.0,54844598.0,50509622.0,2461000.0,384000.0,2077000.0,1898999.0,1427000.0,471999.0,109714219.0,56655598.0,53058621.0,87.0,200.0,21.0,-134.0,8336.0,26.0,45.0,1.0,18.0,2633.0,0.0,872.0,2394.0,-1553.0,205.0,838.0,631.0,65000.0,3300000.0,0.0,-3235000.0,8073000.0,8608316.0,1192000.0,5657000.0,-4465000.0,0.12,0.99,0.62,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.07,0.77,0.66,0.69,91.92
2018-01-10,236.5,241.5,236.5,242.0,236.0,25716.0,10534.0,6118683273.0,2.44,-5.5,13967976.0,15107450.0,-1139474.0,524000.0,74000.0,450000.0,848000.0,964000.0,-116000.0,15339976.0,16145450.0,-805474.0,119322196.0,69952048.0,49370148.0,2985000.0,458000.0,2527000.0,2746999.0,2391000.0,355999.0,125054195.0,72801048.0,52253147.0,598.0,124.0,7.0,467.0,8803.0,333.0,31.0,0.0,-302.0,2331.0,1.0,1470.0,2518.0,-1086.0,538.0,869.0,329.0,23000.0,0.0,0.0,23000.0,8096000.0,8387136.0,1215000.0,5657000.0,-4442000.0,0.12,0.99,0.62,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.07,0.77,0.66,0.69,91.92
2018-01-11,235.0,235.0,235.0,236.0,232.5,32070.0,9199.0,7500674455.0,3.49,-1.5,19103515.0,26181799.0,-7078284.0,41000.0,209000.0,-168000.0,537000.0,284000.0,253000.0,19681515.0,26674799.0,-6993284.0,138425711.0,96133847.0,42291864.0,3026000.0,667000.0,2359000.0,3283999.0,2675000.0,608999.0,144735710.0,99475847.0,45259863.0,296.0,87.0,0.0,209.0,9012.0,218.0,40.0,0.0,-178.0,2153.0,3.0,1766.0,2605.0,-877.0,756.0,909.0,151.0,50000.0,2317000.0,0.0,-2267000.0,5829000.0,8442482.0,1265000.0,7974000.0,-6709000.0,0.12,0.99,0.62,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.07,0.77,0.66,0.69,91.92
2018-01-12,237.0,234.5,237.0,238.0,233.5,23141.0,7905.0,5463302207.0,2.93,2.0,13255898.0,17310801.0,-4054903.0,44000.0,35000.0,9000.0,665000.0,95000.0,570000.0,13964898.0,17440801.0,-3475903.0,151681609.0,113444648.0,38236961.0,3070000.0,702000.0,2368000.0,3948999.0,2770000.0,1178999.0,158700608.0,116916648.0,41783960.0,233.0,192.0,0.0,41.0,9053.0,30.0,72.0,1.0,41.0,2194.0,1.0,1999.0,2797.0,-836.0,786.0,981.0,192.0,43000.0,0.0,0.0,43000.0,5872000.0,7551267.0,1308000.0,7974000.0,-6666000.0,0.12,0.98,0.61,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.08,0.77,0.65,0.71,91.93
2018-01-15,240.0,240.0,240.0,240.0,238.0,28576.0,9756.0,6832851887.0,2.93,3.0,21263298.0,20736197.0,527101.0,18000.0,223000.0,-205000.0,307000.0,252000.0,55000.0,21588298.0,21211197.0,377101.0,172944907.0,134180845.0,38764062.0,3088000.0,925000.0,2163000.0,4255999.0,3022000.0,1233999.0,180288906.0,138127845.0,42161061.0,52.0,264.0,0.0,-212.0,8841.0,25.0,71.0,0.0,46.0,2240.0,0.0,2051.0,3061.0,-1048.0,811.0,1052.0,238.0,22000.0,0.0,0.0,22000.0,5894000.0,7453470.0,1330000.0,7974000.0,-6644000.0,0.12,0.98,0.61,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.08,0.77,0.65,0.71,91.93
2018-01-16,240.5,240.0,240.5,240.5,238.0,23407.0,8156.0,5609009540.0,2.87,0.5,19406406.0,14502148.0,4904258.0,0.0,127000.0,-127000.0,176000.0,379000.0,-203000.0,19582406.0,15008148.0,4574258.0,192351313.0,148682993.0,43668320.0,3088000.0,1052000.0,2036000.0,4431999.0,3401000.0,1030999.0,199871312.0,153135993.0,46735319.0,145.0,220.0,40.0,-115.0,8726.0,26.0,82.0,0.0,56.0,2296.0,0.0,2196.0,3281.0,-1163.0,837.0,1134.0,294.0,309000.0,0.0,0.0,309000.0,6203000.0,7458156.0,1639000.0,7974000.0,-6335000.0,0.12,0.98,0.61,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.08,0.77,0.65,0.71,91.93
2018-01-17,242.0,240.5,242.0,243.0,239.0,38118.0,12593.0,9207582787.0,3.03,1.5,33465193.0,17633978.0,15831215.0,77000.0,14000.0,63000.0,1835000.0,100000.0,1735000.0,35377193.0,17747978.0,17629215.0,225816506.0,166316971.0,59499535.0,3165000.0,1066000.0,2099000.0,6266999.0,3501000.0,2765999.0,235248505.0,170883971.0,64364534.0,122.0,405.0,0.0,-283.0,8443.0,61.0,220.0,3.0,156.0,2452.0,2.0,2318.0,3686.0,-1446.0,898.0,1354.0,450.0,1002000.0,0.0,0.0,1002000.0,7205000.0,7537439.0,2641000.0,7974000.0,-5333000.0,0.12,0.98,0.61,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.08,0.77,0.65,0.71,91.93
2018-01-18,248.5,245.0,248.5,250.0,245.0,50119.0,19482.0,12406562364.0,2.57,6.5,37270305.0,10925326.0,26344979.0,64000.0,1244000.0,-1180000.0,1570000.0,782000.0,788000.0,38904305.0,12951326.0,25952979.0,263086811.0,177242297.0,85844514.0,3229000.0,2310000.0,919000.0,7836999.0,4283000.0,3553999.0,274152810.0,183835297.0,90317513.0,524.0,923.0,0.0,-399.0,8044.0,86.0,756.0,0.0,670.0,3122.0,19.0,2842.0,4609.0,-1845.0,984.0,2110.0,1120.0,697000.0,0.0,0.0,697000.0,7902000.0,7698322.0,3338000.0,7974000.0,-4636000.0,0.12,0.98,0.61,0.4,0.27,0.4,0.28,0.23,0.7,0.8,1.08,0.77,0.65,0.71,91.93
2018-01-19,255.5,253.5,255.5,255.5,251.5,55061.0,18801.0,13975174348.0,2.93,7.0,44496504.0,22367518.0,22128986.0,70000.0,857000.0,-787000.0,1255000.0,1123000.0,132000.0,45821504.0,24347518.0,21473986.0,307583315.0,199609815.0,107973500.0,3299000.0,3167000.0,132000.0,9091999.0,5406000.0,3685999.0,319974314.0,208182815.0,111791499.0,577.0,1039.0,19.0,-481.0,7563.0,50.0,353.0,0.0,303.0,3425.0,8.0,3419.0,5648.0,-2326.0,1034.0,2463.0,1423.0,1589000.0,0.0,0.0,1589000.0,9491000.0,7832736.0,4927000.0,7974000.0,-3047000.0,0.12,0.95,0.6,0.39,0.26,0.4,0.27,0.23,0.69,0.8,1.06,0.77,0.67,0.67,92.06
2018-01-22,261.5,257.5,261.5,262.0,257.0,45907.0,13558.0,11934882643.0,3.39,6.0,33139040.0,30231154.0,2907886.0,196000.0,934000.0,-738000.0,559000.0,1116000.0,-557000.0,33894040.0,32281154.0,1612886.0,340722355.0,229840969.0,110881386.0,3495000.0,4101000.0,-606000.0,9650999.0,6522000.0,3128999.0,353868354.0,240463969.0,113404385.0,753.0,425.0,10.0,318.0,7881.0,259.0,260.0,0.0,1.0,3426.0,29.0,4172.0,6073.0,-2008.0,1293.0,2723.0,1424.0,592000.0,51000.0,0.0,541000.0,10032000.0,7909978.0,5519000.0,8025000.0,-2506000.0,0.12,0.95,0.6,0.39,0.26,0.4,0.27,0.23,0.69,0.8,1.06,0.77,0.67,0.67,92.06
2018-01-23,266.0,262.5,266.0,266.0,262.5,34606.0,13993.0,9155080569.0,2.47,4.5,26176060.0,12730294.0,13445766.0,139000.0,163000.0,-24000.0,300970.0,1105000.0,-804030.0,26616030.0,13998294.0,12617736.0,366898415.0,242571263.0,124327152.0,3634000.0,4264000.0,-630000.0,9951969.0,7627000.0,2324969.0,380484384.0,254462263.0,126022121.0,393.0,833.0,7.0,-447.0,7434.0,62.0,301.0,0.0,239.0,3665.0,9.0,4565.0,6906.0,-2455.0,1355.0,3024.0,1663.0,772000.0,2353000.0,0.0,-1581000.0,8451000.0,8049547.0,6291000.0,10378000.0,-4087000.0,0.12,0.95,0.6,0.39,0.26,0.4,0.27,0.23,0.69,0.8,1.06,0.77,0.67,0.67,92.06
2018-01-24,258.0,263.0,258.0,263.0,256.5,42600.0,17287.0,11022372004.0,2.46,-8.0,23272520.0,23499549.0,-227029.0,30000.0,326793.0,-296793.0,1522000.0,597000.0,925000.0,24824520.0,24423342.0,401178.0,390170935.0,266070812.0,124100123.0,3664000.0,4590793.0,-926793.0,11473969.0,8224000.0,3249969.0,405308904.0,278885605.0,126423299.0,1196.0,738.0,32.0,426.0,7860.0,528.0,34.0,1.0,-495.0,3170.0,10.0,5761.0,7644.0,-2029.0,1883.0,3058.0,1168.0,1416000.0,639000.0,0.0,777000.0,9228000.0,8193669.0,7707000.0,11017000.0,-3310000.0,0.12,0.95,0.6,0.39,0.26,0.4,0.27,0.23,0.69,0.8,1.06,0.77,0.67,0.67,92.06
2018-01-25,258.0,258.0,258.0,264.0,256.5,46214.0,15826.0,11981089514.0,2.92,0.0,33304243.0,28252125.0,5052118.0,208000.0,169000.0,39000.0,659000.0,585000.0,74000.0,34171243.0,29006125.0,5165118.0,423475178.0,294322937.0,129152241.0,3872000.0,4759793.0,-887793.0,12132969.0,8809000.0,3323969.0,439480147.0,307891730.0,131588417.0,663.0,490.0,1.0,172.0,8032.0,65.0,103.0,1.0,37.0,3207.0,19.0,6424.0,8134.0,-1857.0,1948.0,3161.0,1205.0,1373000.0,0.0,0.0,1373000.0,10601000.0,8459623.0,9080000.0,11017000.0,-1937000.0,0.12,0.95,0.6,0.39,0.26,0.4,0.27,0.23,0.69,0.8,1.06,0.77,0.67,0.67,92.06
2018-01-26,255.0,256.5,255.0,257.5,253.5,43514.0,12821.0,11101977348.0,3.39,-3.0,26301390.0,23886954.0,2414436.0,10000.0,1633000.0,-1623000.0,968000.0,346000.0,622000.0,27279390.0,25865954.0,1413436.0,449776568.0,318209891.0,131566677.0,3882000.0,6392793.0,-2510793.0,13100969.0,9155000.0,3945969.0,466759537.0,333757684.0,133001853.0,883.0,129.0,0.0,754.0,8786.0,314.0,129.0,0.0,-185.0,3022.0,24.0,7307.0,8263.0,-1103.0,2262.0,3290.0,1020.0,553000.0,0.0,0.0,553000.0,11154000.0,8722135.0,9633000.0,11017000.0,-1384000.0,0.12,0.94,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.79,0.67,0.68,92.06
2018-01-29,258.5,259.0,258.5,261.5,255.0,31306.0,12211.0,8067780117.0,2.56,3.5,17369201.0,13274400.0,4094801.0,307000.0,255000.0,52000.0,1021000.0,299000.0,722000.0,18697201.0,13828400.0,4868801.0,467145769.0,331484291.0,135661478.0,4189000.0,6647793.0,-2458793.0,14121969.0,9454000.0,4667969.0,485456738.0,347586084.0,137870654.0,951.0,412.0,11.0,528.0,9314.0,52.0,37.0,1.0,-16.0,3006.0,14.0,8258.0,8675.0,-575.0,2314.0,3327.0,1004.0,1148000.0,0.0,0.0,1148000.0,12302000.0,8607940.0,10781000.0,11017000.0,-236000.0,0.12,0.94,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.79,0.67,0.68,92.06
2018-01-30,253.0,256.0,253.0,257.5,252.5,37410.0,12987.0,9523980994.0,2.88,-5.5,20256779.0,21764628.0,-1507849.0,49000.0,190000.0,-141000.0,868000.0,348000.0,520000.0,21173779.0,22302628.0,-1128849.0,487402548.0,353248919.0,134153629.0,4238000.0,6837793.0,-2599793.0,14989969.0,9802000.0,5187969.0,506630517.0,369888712.0,136741805.0,912.0,247.0,80.0,585.0,9899.0,191.0,95.0,2.0,-98.0,2908.0,4.0,9170.0,8922.0,10.0,2505.0,3422.0,906.0,5000.0,256000.0,0.0,-251000.0,12051000.0,8825019.0,10786000.0,11273000.0,-487000.0,0.12,0.94,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.79,0.67,0.68,92.06
2018-01-31,255.0,253.0,255.0,257.5,252.0,45807.0,13553.0,11670582000.0,3.38,2.0,33932132.0,32401690.0,1530442.0,65000.0,35000.0,30000.0,2427000.0,464000.0,1963000.0,36424132.0,32900690.0,3523442.0,521334680.0,385650609.0,135684071.0,4303000.0,6872793.0,-2569793.0,17416969.0,10266000.0,7150969.0,543054649.0,402789402.0,140265247.0,363.0,392.0,7.0,-36.0,9863.0,86.0,101.0,0.0,15.0,2923.0,8.0,9533.0,9314.0,-26.0,2591.0,3523.0,921.0,55000.0,0.0,0.0,55000.0,12106000.0,9024106.0,10841000.0,11273000.0,-432000.0,0.12,0.94,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.79,0.67,0.68,92.06
2018-02-01,259.5,257.5,259.5,261.0,257.0,30900.0,13598.0,8022694430.0,2.27,4.5,14436757.0,18319596.0,-3882839.0,135000.0,25000.0,110000.0,428000.0,1081000.0,-653000.0,14999757.0,19425596.0,-4425839.0,535771437.0,403970205.0,131801232.0,4438000.0,6897793.0,-2459793.0,17844969.0,11347000.0,6497969.0,558054406.0,422214998.0,135839408.0,271.0,696.0,11.0,-436.0,9427.0,51.0,257.0,0.0,206.0,3129.0,17.0,9804.0,10010.0,-462.0,2642.0,3780.0,1127.0,185000.0,0.0,0.0,185000.0,12291000.0,8987967.0,11026000.0,11273000.0,-247000.0,0.12,0.94,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.79,0.67,0.68,92.06
2018-02-02,259.5,259.0,259.5,260.0,255.0,25707.0,11404.0,6633344540.0,2.25,0.0,11572657.0,18238650.0,-6665993.0,48000.0,135000.0,-87000.0,316000.0,896000.0,-580000.0,11936657.0,19269650.0,-7332993.0,547344094.0,422208855.0,125135239.0,4486000.0,7032793.0,-2546793.0,18160969.0,12243000.0,5917969.0,569991063.0,441484648.0,128506415.0,245.0,360.0,0.0,-115.0,9312.0,112.0,45.0,2.0,-69.0,3060.0,7.0,10049.0,10370.0,-577.0,2754.0,3825.0,1058.0,390000.0,400000.0,0.0,-10000.0,12281000.0,9036781.0,11416000.0,11673000.0,-257000.0,0.12,0.95,0.59,0.39,0.26,0.39,0.27,0.22,0.69,0.8,1.07,0.77,0.69,0.69,92.03
